Timestamp,AdapterStatus,MediaConnectionState,LinkSpeed,ReceivedUnicastPackets,SentUnicastPackets,ReceivedPacketErrors,ReceivedDiscardedPackets,OutboundPacketErrors,OutboundDiscardedPackets,RxDelta,TxDelta,GatewayIPv4,GatewayArpState,GatewayPingSuccessCount,GatewayPingAvgMs,DefaultRouteIfIndex,ProfileName,IPv4Connectivity,CycleMs
2026-09-10 22:29:15.575,Up,Connected,300 Mbps,5991153,5670188,0,0,0,0,77,50,192.168.0.1,Reachable,1,4,12,702,Internet,223
2026-09-10 22:29:16.810,Up,Connected,300 Mbps,5991230,5670243,0,0,0,0,77,55,192.168.0.1,Reachable,1,10,12,702,Internet,236
2026-09-10 22:29:18.064,Up,Connected,300 Mbps,5991570,5670413,0,0,0,0,340,170,192.168.0.1,Reachable,1,15,12,702,Internet,389
2026-09-10 22:29:19.473,Up,Connected,300 Mbps,5991799,5671166,0,0,0,0,229,753,192.168.0.1,Reachable,1,4,12,702,Internet,359
2026-09-10 22:29:20.846,Up,Connected,300 Mbps,5991971,5671266,0,0,0,0,172,100,192.168.0.1,Reachable,1,7,12,702,Internet,377
2026-09-10 22:29:22.239,Up,Connected,300 Mbps,5992080,5671338,0,0,0,0,109,72,192.168.0.1,Reachable,1,3,12,702,Internet,231
2026-09-10 22:29:23.486,Up,Connected,300 Mbps,5992225,5671912,0,0,0,0,145,574,192.168.0.1,Reachable,1,3,12,702,Internet,256
2026-09-10 22:29:28.880,Up,Connected,300 Mbps,5992648,5672814,0,0,0,0,423,902,192.168.0.1,Reachable,1,8,12,702,Internet,215
2026-09-10 22:29:30.109,Up,Connected,300 Mbps,5992702,5672863,0,0,0,0,54,49,192.168.0.1,Reachable,1,9,12,702,Internet,226
2026-09-10 22:29:31.348,Up,Connected,300 Mbps,5992790,5673077,0,0,0,0,88,214,192.168.0.1,Reachable,1,6,12,702,Internet,200
2026-09-10 22:29:32.558,Up,Connected,300 Mbps,5992856,5673134,0,0,0,0,66,57,192.168.0.1,Reachable,1,5,12,702,Internet,312
2026-09-10 22:29:33.879,Up,Connected,300 Mbps,5992989,5673705,0,0,0,0,133,571,192.168.0.1,Reachable,1,3,12,702,Internet,336
2026-09-10 22:29:35.234,Up,Connected,300 Mbps,5993093,5673786,0,0,0,0,104,81,192.168.0.1,Reachable,1,4,12,702,Internet,207
2026-09-10 22:29:36.466,Up,Connected,300 Mbps,5993280,5674632,0,0,0,0,187,846,192.168.0.1,Reachable,1,3,12,702,Internet,228
2026-09-10 22:29:37.712,Up,Connected,300 Mbps,5993359,5674688,0,0,0,0,79,56,192.168.0.1,Reachable,1,13,12,702,Internet,220
2026-09-10 22:29:38.941,Up,Connected,300 Mbps,5993425,5674738,0,0,0,0,66,50,192.168.0.1,Probe,1,6,12,702,Internet,230
2026-09-10 22:29:40.185,Up,Connected,300 Mbps,5993500,5674783,0,0,0,0,75,45,192.168.0.1,Reachable,1,14,12,702,Internet,239
